sample;E;N;Z;E_rel;N_rel;Lat;Long;sio2;tio2;al2o3;fe2o3;mno;mgo;cao;na2o;k2o;p2o5;LOI;v;cr;co;ni;cu;zn;ga;rb;sr;y;zr;nb;ba;la;ce;sc;pb;th;as;s
;m;m;m;m;m;deg;deg;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm;ppm
V;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sample;Easting;Northing;Heigth;Easting_rel;Northing_rel;Latitude;Longitude;SiO2;TiO2;Al2O3;Fe2O3;MnO;MgO;CaO;Na2O;K2O;P2O5;LOI;V;Cr;Co;Ni;Cu;Zn;Ga;Rb;Sr;Y;Zr;Nb;Ba;La;Ce;Sc;Pb;Th;As;S
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Reno219;681445.58;4924744.31;0;34502.28;49887.04;44.451483;11.279458;40.65;0.43;9.73;3.42;0.09;2.68;17.47;0.87;1.66;0.21;22.8;58;105;9;76;67;147;11;84;523;21;141;10;510;18;43;19;26;7;6;800
Reno220;679806.49;4924610.9;0;32863.19;49753.63;44.450692;11.258827;66.55;0.21;7.89;1.84;0.1;0.94;9.55;1.55;1.82;0.05;9.49;19;100;4;31;15;29;5;71;263;16;121;6;263;9;28;10;6;8;4;90
Reno221;678895.46;4924301.44;0;31952.16;49444.17;44.448134;11.247279;63.11;0.31;8.01;2.22;0.12;1.16;10.83;1.54;1.65;0.15;10.91;26;184;4;32;23;53;6;69;254;18;277;8;290;24;28;10;23;10;2;640
Reno222;677702.13;4925094.8;0;30758.83;50237.53;44.455565;11.232565;37.73;0.33;7.28;2.39;0.06;2.23;25.05;0.8;1.38;0.13;22.61;43;86;5;62;47;58;10;60;620;19;124;7;573;21;28;19;12;11;3;650
Reno223;680387.3;4919841.24;0;33444;44983.97;44.407641;11.264463;59.69;0.27;8;2.61;0.15;1.97;12.71;1.51;1.57;0.09;11.43;28;128;6;47;20;42;4;55;271;17;186;6;322;16;24;13;10;4;9;340
Reno224;679036.47;4920372.27;0;32093.17;45515;44.412753;11.247694;51.38;0.33;10.22;3.78;0.19;2.54;16.12;1.12;1.66;0.06;12.6;48;113;9;69;34;52;8;57;270;15;75;6;299;25;48;18;13;5;7;300
Reno225;677523.55;4920975.17;0;30580.25;46117.9;44.418549;11.228912;56.46;0.29;8.04;2.52;0.17;1.49;16.93;1.32;1.68;0.05;11.05;28;135;5;42;25;37;6;62;333;21;206;7;260;18;49;16;10;1;6;130
Reno226;678685.25;4920003.35;0;31741.95;45146.08;44.409521;11.243159;60.03;0.25;8.72;2.53;0.13;2.24;13.58;1.62;1.69;0.08;9.13;28;85;6;45;20;39;4;60;271;14;81;5;318;15;35;13;10;3;6;280
Reno227;677460.53;4920138.42;0;30517.23;45281.15;44.411037;11.227835;55.2;0.23;8.5;2.77;0.16;2.79;16.9;1.53;1.68;0.05;10.19;28;105;7;58;26;36;6;60;304;15;77;5;316;14;22;15;11;6;8;190
Reno228;678604.25;4917906.96;0;31660.95;43049.69;44.390682;11.241422;48.66;0.18;6.49;2.1;0.14;1.68;19.91;1.29;1.34;0.06;18.15;19;76;5;40;46;46;5;55;355;14;81;6;312;14;15;17;13;4;5;830
Reno229;677361.43;4918446.97;0;30418.13;43589.7;44.395845;11.226014;56.38;0.25;8.08;2.56;0.15;2.13;16.17;1.57;1.55;0.07;11.1;26;110;6;45;27;36;5;56;308;17;165;6;331;8;24;16;13;5;4;510
Reno230;680225.14;4918050.81;0;33281.84;43193.54;44.391575;11.261807;52.61;0.16;7.08;2.38;0.18;2.37;19.07;1.33;1.49;0.04;13.29;21;77;5;59;25;36;8;57;384;15;49;5;243;18;21;19;12;5;5;270
Reno231;680666.51;4917456.96;0;33723.21;42599.69;44.386123;11.267138;55.46;0.27;6.9;2.39;0.21;2.08;17.98;1.41;1.41;0.07;11.83;23;205;4;53;25;34;5;51;339;15;98;5;310;12;30;14;11;5;6;190
Reno232;677797.38;4916464.5;0;30854.08;41607.23;44.377904;11.230806;45.68;0.45;11.59;3.74;0.12;2.88;16.33;0.84;1.71;0.12;16.53;57;94;8;58;46;74;10;74;405;18;134;8;425;31;42;20;18;5;7;710
Reno233;675573.48;4917116.71;0;28630.18;42259.44;44.384313;11.203131;38.12;0.3;7.03;2.64;0.06;2.28;25.15;0.74;1.21;0.11;22.35;42;100;4;77;37;60;9;59;587;16;94;6;426;18;37;23;10;3;7;590
Reno234;676921.93;4916761.52;0;29978.63;41904.25;44.38079;11.219926;39.96;0.26;6.46;2.26;0.07;1.94;25.67;0.96;1.28;0.11;21.02;31;91;4;52;41;51;9;45;557;14;108;6;403;15;22;25;10;10;5;590
Reno235;676003.06;4914946.57;0;29059.76;40089.3;44.364686;11.207786;38.41;0.26;7.37;2.12;0.05;2.77;17.38;0.86;1.33;0.09;29.35;35;77;4;50;12;47;6;68;626;17;108;7;306;20;24;13;13;6;6;1390
Reno236;675464.53;4915508.87;0;28521.23;40651.6;44.369875;11.201222;39.41;0.34;8.07;2.85;0.06;2.88;23.13;0.65;1.37;0.12;21.12;47;99;6;68;40;64;11;64;641;14;99;8;488;24;28;20;12;9;5;610
Reno237;675281.73;4915243.41;0;28338.43;40386.14;44.367531;11.19884;39.95;0.32;7.57;3.19;0.06;2.57;25.1;0.8;1.35;0.09;19;36;84;6;59;39;52;9;61;646;15;119;6;271;12;40;25;15;6;5;3260
Reno238;674572.6;4914949.29;0;27629.3;40092.02;44.365056;11.189848;38.88;0.41;9.45;3.67;0.06;2.88;21.7;0.82;1.65;0.11;20.38;55;90;6;70;36;60;11;86;673;20;126;9;230;29;52;23;17;7;6;2790
Reno239;674493.33;4911453.19;0;27550.03;36595.92;44.333623;11.187683;45.51;0.45;12.43;4.2;0.12;3.08;13.48;0.71;1.81;0.1;18.1;74;97;10;68;40;71;7;60;279;14;70;6;446;29;52;18;16;6;6;840
Reno240;673573.98;4911862.44;0;26630.68;37005.17;44.337525;11.176296;39.36;0.28;6.85;2.57;0.06;2.12;24.86;0.78;1.23;0.1;21.78;40;98;5;69;38;56;9;53;593;17;90;5;414;16;21;23;14;6;3;570
Reno241;672534.52;4911886.04;0;25591.22;37028.77;44.337985;11.163274;45.89;0.51;13.35;4.38;0.14;3.11;13.88;0.74;1.76;0.15;16.11;81;94;11;58;42;77;13;84;371;21;138;10;380;31;67;21;18;9;8;970
Reno242;671072.69;4912237.76;0;24129.39;37380.49;44.341495;11.145065;45.95;0.56;13.94;5.29;0.16;2.94;12.5;0.6;1.63;0.13;16.3;104;118;14;72;42;91;16;76;318;19;85;9;397;38;68;21;21;6;4;730
Reno243;668592.99;4912656.16;0;21649.69;37798.89;44.345839;11.114114;47.35;0.63;15.97;6.12;0.18;2.87;9.34;0.54;1.71;0.12;15.17;123;114;18;63;41;101;17;81;236;18;83;11;374;36;70;21;21;10;6;820
Reno244;665701.46;4911629.42;0;18758.16;36772.15;44.337267;11.077535;50.02;0.57;13.25;5.41;0.26;2.04;9.81;0.7;1.51;0.21;16.23;101;122;20;73;40;94;14;82;263;25;147;12;428;40;99;17;34;7;12;360
Reno245;669595.35;4908156.34;0;22652.05;33299.07;44.305122;11.125218;40.48;0.35;8.62;3.48;0.1;2.94;21.56;0.7;1.32;0.12;20.33;58;102;7;72;33;66;11;59;570;15;77;6;495;23;42;21;15;9;5;940
Reno246;667657.94;4909511.67;0;20714.64;34654.4;44.317765;11.10138;43.88;0.53;13.44;5.3;0.15;3.23;13.09;0.67;1.64;0.15;17.91;106;113;15;72;42;88;14;81;340;22;103;11;408;36;44;21;18;10;6;670
Reno247;667757.02;4908887.32;0;20813.72;34030.05;44.312125;11.102421;46.13;0.51;12.84;4.57;0.11;3.66;11.94;0.76;1.59;0.15;17.75;94;132;14;81;30;78;12;94;389;24;156;13;419;37;59;17;16;8;7;560
Reno248;665749.97;4909152.38;0;18806.67;34295.11;44.31497;11.077356;59.23;0.31;9.43;2.48;0.06;2.21;11.81;1.17;1.96;0.12;11.22;38;97;4;52;19;45;8;80;285;15;113;7;359;12;38;13;15;4;4;580
Reno249;664365.14;4902850.23;0;17421.84;27992.96;44.258583;11.058021;66.02;0.26;10.24;1.96;0.05;1.64;8.29;1.73;2.61;0.09;7.11;29;52;3;28;22;33;6;98;219;14;84;5;451;18;29;8;12;10;2;690
Reno250;661242.68;4902455.47;0;14299.38;27598.2;44.255729;11.018808;63.15;0.33;10.62;2.21;0.06;1.99;9.86;1.72;2.5;0.12;7.44;35;70;3;33;25;41;8;98;245;15;140;7;399;16;35;12;16;5;6;700
Reno251;660680.52;4903587.87;0;13737.22;28730.6;44.266042;11.012118;48.14;0.35;9.83;3.4;0.1;2.63;17.08;0.97;1.84;0.12;15.55;52;96;9;65;55;83;8;83;405;18;118;8;354;25;32;18;18;4;5;940
Reno252;667140.12;4906289.99;0;20196.82;31432.72;44.288899;11.09386;47.65;0.54;14.67;4.97;0.14;3.09;11.24;0.85;2.16;0.11;14.59;94;99;14;65;39;84;15;106;308;21;110;10;454;34;67;18;17;9;7;1550
Reno253;668106.15;4905808.77;0;21162.85;30951.5;44.284347;11.105805;54.91;0.49;14.75;4.36;0.11;2.72;8.78;0.92;2.37;0.07;10.52;75;86;11;50;37;70;13;104;231;18;89;8;384;26;47;15;18;7;5;1080
Reno254;666432.71;4906681.21;0;19489.41;31823.94;44.292581;11.085124;48.56;0.53;14.51;4.91;0.15;3.21;11.8;0.86;2.14;0.12;13.2;89;99;13;72;43;83;13;106;329;21;123;12;502;34;54;21;19;10;7;1370
Reno255;666231.74;4906984.32;0;19288.44;32127.05;44.295354;11.082703;51.13;0.61;15.49;5.42;0.18;3.41;8.95;0.6;2.31;0.08;11.82;102;102;16;75;46;83;13;69;196;14;84;7;346;40;83;18;22;5;6;2040
Reno256;664902.95;4906285.83;0;17959.65;31428.56;44.289372;11.065837;47.47;0.54;14.73;4.84;0.13;3.23;10.41;0.7;2.04;0.08;15.83;91;100;13;71;37;79;13;109;309;20;138;10;386;28;60;17;21;11;8;1250
Reno257;662731.7;4905645.88;0;15788.4;30788.61;44.284103;11.038441;49.97;0.54;14.23;4.73;0.18;3.09;10.74;0.73;2.14;0.11;13.54;83;103;14;67;39;79;13;114;297;22;142;12;349;21;50;17;24;11;6;880
Reno258;671578.12;4907642.26;0;24634.82;32784.99;44.300032;11.14989;58.34;0.35;10.85;2.58;0.07;2.54;13;1.37;2.53;0.1;8.27;38;69;4;45;31;50;6;117;343;16;164;8;544;26;49;14;18;6;3;1290
Reno259;673836.13;4909140.42;0;26892.83;34283.15;44.312974;11.178675;60.45;0.45;13.53;2.73;0.06;2.38;7.58;1.47;2.59;0.09;8.68;45;48;7;26;22;48;9;77;489;18;104;9;422;19;43;10;21;9;3;710
Reno260;673228.4;4913074.75;0;26285.1;38217.48;44.348514;11.172367;43.6;0.29;7.63;2.43;0.05;2.6;20.27;0.96;1.53;0.1;20.55;37;102;5;61;24;48;9;68;592;16;108;5;375;19;38;17;11;4;4;610
Reno261;676746.51;4912284.5;0;29803.21;37427.23;44.340557;11.216206;44.72;0.42;9.47;3.99;0.06;3.12;19.26;0.77;1.53;0.13;16.53;49;102;7;63;34;61;12;82;530;22;145;10;233;20;33;20;12;7;2;2530
Reno262;677346.72;4911850.01;0;30403.42;36992.74;44.336502;11.223582;45.4;0.42;9.59;3.95;0.06;3.1;18.3;0.79;1.6;0.12;16.67;56;101;7;70;30;64;12;77;489;18;103;9;227;27;35;20;10;8;8;2190
Reno263;677081.82;4912846.04;0;30138.52;37988.77;44.345527;11.2206;42.14;0.4;9.2;4.1;0.06;2.9;18.41;0.82;1.57;0.13;20.26;57;106;8;73;28;63;8;79;513;20;145;9;293;18;45;19;13;7;8;2020
Reno264;676518.07;4913605.89;0;29574.77;38748.62;44.3525;11.21379;44.63;0.42;9.52;3.81;0.07;2.83;17.24;0.84;1.54;0.12;18.98;59;103;9;69;27;63;9;81;505;22;165;10;243;24;38;16;12;5;6;1240
Reno265;677079.86;4913265.39;0;30136.56;38408.12;44.3493;11.220718;39.43;0.41;9.34;3.86;0.06;2.84;20.79;0.75;1.63;0.12;20.78;60;98;7;72;34;62;10;71;571;17;111;8;619;28;49;23;13;7;4;800
Reno266;681083.95;4919343.87;0;34140.65;44486.6;44.402993;11.273032;50.34;0.37;8;2.94;0.17;2.63;21.57;1.23;1.53;0.07;11.15;36;171;6;64;35;40;7;62;380;23;403;6;287;25;44;21;10;9;6;290
Reno267;682321.27;4917838.82;0;35377.97;42981.55;44.389144;11.28803;47.51;0.21;6.74;2.75;0.19;2.71;22.42;1.15;1.25;0.04;15.02;27;164;7;69;35;37;9;50;433;16;97;4;225;18;22;22;13;3;5;250
Reno268;682240.19;4918432.62;0;35296.89;43575.35;44.394506;11.287221;51.68;0.34;9.65;3.17;0.14;2.58;17.36;1.35;1.75;0.08;11.91;37;102;7;53;25;48;8;55;270;15;107;5;263;19;38;20;11;11;8;390
Reno269;681993.4;4922975.84;0;35050.1;48118.57;44.435437;11.285717;53.92;0.49;13.54;4.27;0.11;2.61;10.21;0.85;2.06;0.09;11.86;68;83;11;58;28;61;10;106;287;22;11;8;370;27;66;14;15;6;9;900
Reno270;683130.71;4922715.68;0;36187.41;47858.41;44.43281;11.299904;53.32;0.43;11.84;3.83;0.12;2.62;13.58;1.05;1.94;0.09;11.18;58;94;9;53;24;55;11;91;321;20;126;8;327;20;29;17;15;10;8;1410
Reno271;658777.54;4891865.36;0;11834.24;17008.09;44.160984;10.984743;53.84;0.63;15.66;5.96;0.12;3.14;6.8;1.04;2.17;0.11;10.52;97;119;14;66;53;116;17;120;207;26;148;11;415;30;57;17;24;14;4;300
Reno272;658838.8;4893478.69;0;11895.5;18621.42;44.175487;10.985996;54.77;0.65;15.43;5.74;0.12;3.16;6.68;1.13;2.09;0.12;10.11;100;119;14;62;56;114;16;57;100;12;80;4;462;31;59;19;21;7;5;380
Reno273;657910.56;4891177;0;10967.26;16319.73;44.154978;10.9737;53.42;0.64;16.62;5.86;0.12;3.22;6.52;0.96;2.3;0.11;10.23;106;113;15;59;52;113;17;126;204;23;125;11;382;31;62;18;21;8;4;220
Reno274;657753.06;4890487.94;0;10809.76;15630.67;44.148812;10.971525;50.19;0.69;17.05;5.75;0.1;2.9;7.49;0.82;2.47;0.12;12.43;114;102;16;52;48;104;21;130;227;24;119;13;331;30;61;20;21;12;3;330
Reno275;656883.52;4890381.58;0;9940.22;15524.31;44.148042;10.960627;51.85;0.73;18.5;6.28;0.11;3.02;5.21;0.73;2.6;0.09;10.86;119;118;19;56;48;96;20;137;206;24;131;12;343;38;66;19;13;9;5;310
Reno276;656686.72;4890886.67;0;9743.42;16029.4;44.152629;10.958318;52.51;0.72;17.44;6.49;0.15;2.98;5.77;0.81;2.41;0.09;10.62;123;121;22;67;54;104;22;115;155;20;112;10;411;34;61;20;23;7;4;310
Reno277;656461.13;4888996.43;0;9517.83;14139.16;44.135669;10.954937;51.28;0.75;18.36;6.65;0.17;2.94;5.25;0.72;2.47;0.1;11.31;134;124;23;66;55;103;21;112;135;17;93;8;401;36;82;20;26;12;2;140
Reno278;659495.16;4891226.67;0;12551.86;16369.4;44.155081;10.993519;53.85;0.69;17.32;5.81;0.15;3.08;5.46;0.92;2.43;0.13;10.17;117;129;17;69;58;94;18;78;109;16;77;7;419;34;65;18;17;10;4;346
Reno279;658838.57;4890927.94;0;11895.27;16070.67;44.152536;10.985223;50.05;0.78;18.81;7;0.14;3.1;5.06;0.68;2.76;0.08;11.54;133;130;25;64;54;111;19;154;178;25;128;13;381;43;74;20;15;8;9;172
Reno280;659361.17;4890085.59;0;12417.87;15228.32;44.144843;10.991499;59.57;0.62;15.51;5.35;0.1;3.25;3.43;1.52;2.13;0.13;8.39;95;113;14;61;45;88;15;95;104;17;115;7;472;28;53;14;22;9;4;105
Reno281;660033.69;4889817.28;0;13090.39;14960.01;44.142282;10.999821;47.29;0.67;16.77;6.04;0.13;3.09;8.73;0.76;2.24;0.11;14.17;120;112;21;59;48;99;19;120;254;22;118;12;370;34;57;19;13;8;8;370
Reno282;659635.26;4889201.45;0;12691.96;14344.18;44.136828;10.994656;59.8;0.63;13.9;4.94;0.09;3.4;5.68;1.58;1.98;0.14;7.87;84;142;11;61;50;118;14;84;149;20;212;9;624;25;51;14;50;6;7;362
Reno283;659350.95;4888365.36;0;12407.65;13508.09;44.129367;10.990851;56.18;0.63;15.3;5.31;0.09;3.42;6.06;1.2;2.16;0.11;9.53;98;117;14;64;49;123;13;103;158;18;122;9;419;27;50;16;24;9;6;225
Reno284;658629.66;4887856.04;0;11686.36;12998.77;44.124941;10.981687;47.2;0.74;16.93;6.05;0.1;2.97;8.4;0.71;2.56;0.11;14.23;127;116;19;58;50;93;22;128;214;21;108;12;362;36;66;22;20;5;5;453
Reno285;657910.13;4886433.65;0;10966.83;11576.38;44.112298;10.972273;60.45;0.58;14.3;4.62;0.09;3.81;4.54;1.6;1.99;0.13;7.89;80;119;11;64;46;132;12;78;111;14;119;7;436;24;50;12;32;1;5;130
Reno286;657420.84;4886781.02;0;10477.54;11923.75;44.115529;10.966266;62.37;0.52;13.6;4.35;0.09;3.47;4.6;1.82;1.99;0.13;7.06;77;108;10;60;42;129;13;87;140;16;112;8;418;25;36;13;28;6;7;82
Reno287;657270.16;4886287.97;0;10326.86;11430.7;44.111125;10.964237;61.69;0.53;13.33;4.45;0.08;3.79;5.4;1.76;1.92;0.13;6.91;73;122;8;62;53;117;12;82;158;17;141;9;460;20;43;12;38;6;8;62
Reno288;657484.48;4885582.26;0;10541.18;10724.99;44.104729;10.966703;60.4;0.54;13.18;4.69;0.08;3.75;4.84;1.75;1.9;0.12;8.73;78;128;11;72;69;165;12;90;143;16;142;9;469;26;46;13;44;7;7;93
Reno289;656715.72;4884339.11;0;9772.42;9481.84;44.093708;10.956734;60.82;0.59;15.19;4.35;0.08;3.87;2.8;1.79;2.1;0.17;8.24;83;100;9;52;28;81;10;70;73;15;98;5;491;23;50;12;25;8;5;153
Reno290;656134.18;4884327.65;0;9190.88;9470.38;44.093729;10.94947;58.26;0.57;13.89;5;0.09;3.87;3.82;1.69;1.98;0.14;10.68;92;126;15;78;32;90;16;104;123;20;131;7;469;24;39;10;23;7;5;128
Reno291;655040.07;4884573.77;0;8096.77;9716.5;44.096176;10.935882;62.14;0.53;13.8;4.5;0.09;3.75;4.52;1.74;1.98;0.12;6.83;75;113;9;64;46;113;12;72;103;13;82;5;408;24;41;12;22;12;5;47
Reno292;653885.75;4884926.13;0;6942.45;10068.86;44.09959;10.921572;62.04;0.54;13.67;4.43;0.09;3.66;4.49;1.8;2.05;0.13;7.1;79;113;12;67;45;98;11;80;119;15;118;6;422;23;43;13;30;8;5;57
Reno293;652985.84;4885256.91;0;6042.54;10399.64;44.102755;10.910431;59.27;0.58;13.87;5.06;0.1;4.34;4.73;1.7;2.03;0.13;8.2;86;140;14;83;30;82;12;103;152;20;138;8;508;21;49;10;23;10;5;115
Reno294;653947.83;4885556.37;0;7004.53;10699.1;44.105248;10.922531;58.49;0.62;14.68;5.45;0.11;4.64;3.73;1.53;2.16;0.13;8.45;98;151;15;90;33;93;14;117;130;20;143;10;507;24;56;12;29;6;6;81
Reno295;656054.63;4883201.3;0;9111.33;8344.03;44.083611;10.948144;58.36;0.62;15.07;5.62;0.11;4.77;2.87;1.52;2.13;0.14;8.79;101;155;17;94;29;94;12;106;98;21;120;8;570;23;42;12;31;8;5;115
Reno296;654950.25;4882724.28;0;8006.95;7867.01;44.079553;10.934218;58.13;0.62;14.88;5.6;0.13;4.28;2.8;1.57;2.18;0.15;9.67;105;155;21;100;39;108;14;122;111;21;141;9;601;29;56;13;41;8;6;111
Reno297;654209.9;4881830.98;0;7266.6;6973.71;44.071671;10.924716;57.35;0.59;14.29;5.39;0.11;4.57;4.36;1.42;2.11;0.13;9.68;100;151;16;91;33;92;13;98;121;19;110;7;557;24;46;14;25;6;8;127
Reno298;656054.63;4883201.3;0;9111.33;8344.03;44.083611;10.948144;62.34;0.53;13.48;4.57;0.09;3.5;4.33;1.71;1.95;0.12;7.39;78;112;9;64;50;106;12;97;146;18;121;9;415;25;34;11;37;13;7;71
Reno299;654950.25;4882724.28;0;8006.95;7867.01;44.079553;10.934218;61.23;0.53;14.06;4.46;0.09;3.74;4.58;1.75;2.07;0.14;7.34;80;111;9;60;45;95;11;86;133;16;119;8;396;26;51;12;34;9;8;46
Reno300;654209.9;4881830.98;0;7266.6;6973.71;44.071671;10.924716;62.64;0.54;13.61;4.43;0.09;3.56;4.56;1.72;1.95;0.13;6.76;77;112;10;60;49;95;13;90;142;17;123;10;444;19;41;13;48;7;2;72
Reno301;653923.25;4880850.98;0;6979.95;5993.71;44.062913;10.920853;65.45;0.58;14.3;4.56;0.08;3.29;0.86;1.65;1.98;0.12;7.14;83;114;10;58;21;75;13;86;54;14;131;7;469;24;39;10;23;7;5;66
Reno302;653686.59;4881023.61;0;6743.29;6166.34;44.064516;10.91795;62.32;0.59;15.27;4.67;0.11;3.37;3.19;1.54;2.11;0.13;6.7;85;106;13;58;67;135;12;91;96;17;147;9;385;29;48;13;48;7;6;112
Reno303;653358.33;4881042.54;0;6415.03;6185.27;44.064755;10.913859;60.74;0.53;13.36;4.48;0.08;4;5.38;1.73;2.01;0.12;7.57;76;118;9;67;27;62;12;96;171;19;120;8;414;24;44;13;18;7;4;36
Reno304;652418.82;4881166.13;0;5475.52;6308.86;44.066063;10.90217;59.72;0.55;13.88;4.65;0.08;4.27;5.48;1.6;2.06;0.12;7.57;83;128;11;70;26;69;12;99;174;19;156;7;411;26;40;14;18;9;8;53
Reno305;651809.84;4881990.8;0;4866.54;7133.53;44.07361;10.894807;59.77;0.55;13.66;4.58;0.08;4.16;5.19;1.71;2.16;0.13;8.02;85;122;12;74;29;74;13;106;169;22;140;9;452;24;48;13;24;12;3;75
Reno306;651389.68;4882832.85;0;4446.38;7975.58;44.081274;10.889804;60.01;0.57;14.06;4.73;0.08;4.26;5.07;1.52;2.16;0.13;7.41;85;125;9;72;29;76;12;105;153;21;148;11;441;25;40;13;23;5;7;58
Reno307;650300.88;4883688.98;0;3357.58;8831.71;44.089202;10.876456;61.89;0.56;14.3;4.58;0.08;3.83;3.49;1.72;2.28;0.15;7.11;88;115;11;62;25;72;11;113;131;20;144;10;429;27;49;12;21;6;9;51
Reno308;652801.85;4880047.67;0;5858.55;5190.4;44.055919;10.906627;63.77;0.56;14.26;4.68;0.1;3.02;3.15;1.55;1.99;0.13;6.79;82;115;11;59;100;144;8;92;99;15;156;9;414;20;46;10;96;6;5;129
Reno309;652498.79;4879483.56;0;5555.49;4626.29;44.050906;10.902683;63.99;0.58;14.32;4.54;0.1;3.05;3.25;1.65;2.04;0.12;6.36;80;113;10;60;96;139;13;97;104;15;170;9;464;26;39;11;111;17;8;154
Reno310;651518.4;4878732.42;0;4575.1;3875.15;44.04435;10.890236;54.54;0.46;11.58;3.71;0.09;2.86;11.26;1.34;1.75;0.09;12.32;63;84;8;50;47;91;12;80;127;16;129;7;317;17;29;14;35;7;4;112
Reno311;650572.3;4878282.15;0;3629;3424.88;44.040493;10.878305;64.1;0.59;14.19;4.83;0.11;2.91;2.93;1.61;1.96;0.12;6.66;83;127;14;61;191;152;8;95;98;9;217;10;491;26;55;10;390;20;19;162
Reno312;649326.21;4878521.13;0;2382.91;3663.86;44.042898;10.862828;60.92;0.6;14.77;4.89;0.11;3.04;3.19;1.4;2.08;0.15;8.85;97;116;14;63;109;185;11;98;92;14;126;8;428;25;48;13;93;8;8;129
Reno313;648428.16;4878447.76;0;1484.86;3590.49;44.04242;10.851604;65;0.61;14.36;4.46;0.11;2.94;2.01;1.5;1.91;0.12;6.98;85;119;11;61;99;177;10;97;76;15;179;9;381;22;42;9;86;9;5;80
Reno314;649153.1;4879172.65;0;2209.8;4315.38;44.048796;10.860852;58.06;0.63;14.87;5.32;0.13;2.76;4.17;1.31;1.97;0.13;10.65;102;118;18;67;52;123;17;113;131;22;159;12;433;34;51;15;52;9;4;266
Reno315;648615.12;4880443.93;0;1671.82;5586.66;44.060345;10.854497;55.95;0.65;15.98;5.42;0.14;2.89;4.79;1.16;2.2;0.15;10.65;109;124;18;61;57;107;17;107;129;21;170;10;482;30;59;15;48;7;2;203
Reno316;648446.19;4881381.17;0;1502.89;6523.9;44.068813;10.852652;64.57;0.57;14.55;4.3;0.09;3.1;2.44;1.63;2.02;0.14;6.56;84;106;10;55;40;84;11;88;86;15;149;8;378;28;48;11;36;7;4;139
Reno317;650530.23;4877665.65;0;3586.93;2808.38;44.034954;10.877605;69.34;0.55;13.33;3.51;0.05;2.8;1.02;1.94;1.81;0.13;5.52;67;98;7;42;18;58;9;84;63;15;222;10;346;23;45;5;22;11;3;97
Reno318;650027.66;4876828.09;0;3084.36;1970.82;44.02752;10.871099;68.86;0.54;13.92;3.6;0.07;3.02;0.55;2.08;2.01;0.12;5.24;68;98;8;47;17;51;8;84;57;14;161;7;380;24;40;8;20;2;2;13
Reno319;649490.74;4875808.87;0;2547.44;951.6;44.018458;10.864115;60.21;0.61;15.98;4.99;0.14;3.15;3.64;1.32;2.3;0.12;7.55;94;112;15;63;39;80;15;106;102;18;115;9;394;30;54;12;25;7;8;132
Reno320;648672.69;4875270.9;0;1729.39;413.63;44.013783;10.853763;58.66;0.64;16.46;5.19;0.14;3.2;3.74;1.2;2.36;0.1;8.31;102;117;16;65;39;81;17;121;115;20;160;11;408;29;68;16;40;11;4;154
Reno321;647998.42;4874857.27;0;1055.12;0;44.010197;10.84524;58.7;0.63;16.2;5;0.13;3.19;4.13;1.3;2.4;0.12;8.19;96;125;16;60;37;80;13;113;120;20;179;10;418;28;58;13;36;12;7;257
Reno322;646943.3;4875228.13;0;0;370.86;44.013746;10.832187;57.91;0.63;16.32;5.27;0.15;3.11;3.88;1.17;2.33;0.1;9.14;105;117;18;66;50;102;16;114;121;20;147;11;435;36;62;16;40;8;4;332
Reno323;660067.79;4888371.86;0;13124.49;13514.59;44.129269;10.999808;55.31;0.66;16.57;5.35;0.16;3.19;4.99;1;2.36;0.11;10.3;105;123;16;65;39;81;14;119;106;19;125;11;380;40;57;15;28;10;2;135
Reno324;660658.08;4887623.6;0;13714.78;12766.33;44.122407;11.006954;58.5;0.65;16.97;5.27;0.15;3.18;3.04;1.11;2.5;0.11;8.52;108;100;16;68;49;90;14;120;107;20;126;13;387;33;66;15;30;13;4;331
Reno325;660415.89;4886098.64;0;13472.59;11241.37;44.108739;11.003465;49.6;0.74;17.56;6.77;0.13;3.06;5.86;0.67;2.67;0.1;12.85;133;117;24;60;48;109;23;141;168;23;110;12;367;38;80;20;20;10;2;254
Reno326;659833.42;4884949.32;0;12890.12;10092.05;44.098525;10.995843;54.23;0.71;17.8;6.08;0.14;3.31;4.3;0.87;2.58;0.1;9.86;117;117;21;67;42;98;17;135;145;23;137;10;391;33;67;16;20;10;3;238
Reno327;659324.25;4883827.51;0;12380.95;8970.24;44.088542;10.989147;62.63;0.54;13.36;4.24;0.09;3.57;3.05;1.92;1.99;0.16;8.46;77;116;11;62;26;81;12;96;107;17;164;8;469;22;43;10;39;6;6;115
