sample;E;N;Z;E_rel;N_rel;Lat;Long;sio2;tio2;al2o3;fe2o3;mno;mgo;cao;na2o;k2o;p2o5
;m;m;m;m;m;deg;deg;perc;perc;perc;perc;perc;perc;perc;perc;perc;perc
V;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+;R+
;;;;;;;;;;;;;;;;;
Sample;Easting;Northing;Heigth;Easting_rel;Northing_rel;Latitude;Longitude;SiO2;TiO2;Al2O3;Fe2O3;MnO;MgO;CaO;Na2O;K2O;P2O5
;;;;;;;;;;;;;;;;;
Reno177;696456.75;4889999.87;0;49513.45;15142.6;44.135049;11.454896;19.14;0.29;5.99;2.11;0.11;2.27;33.61;0.6;0.97;0.01
Reno178;702423.18;4901747.76;0;55479.88;26890.49;44.239087;11.533937;41.34;0.45;10.63;3.56;0.11;3.78;13.06;1.18;1.73;0.1
Reno179;705357.36;4901167.56;0;58414.06;26310.29;44.233048;11.570418;42.88;0.6;12.71;5.17;0.14;4.15;14.85;1;2.23;0.09
Reno180;710092.08;4907648.66;0;63148.78;32791.39;44.289987;11.632245;36.44;0.37;9.93;3.05;0.09;3.49;11.34;1.08;1.53;0.08
Reno181;681848.07;4923582.08;0;34904.77;48724.81;44.440927;11.284105;53.58;0.53;13.03;4.33;0.12;3.18;10.81;1.21;1.93;0.12
Reno182;681278.96;4920968.62;0;34335.66;46111.35;44.41756;11.276046;55.18;0.55;14.01;4.39;0.1;3.42;8.27;1.41;2.09;0.14
Reno183;680875.8;4918866.86;0;33932.5;44009.59;44.398754;11.270254;56.76;0.47;12.16;4.03;0.11;2.7;9.3;1.47;1.79;0.1
Reno184;679091.28;4917668.19;0;32147.98;42810.92;44.388414;11.24745;55.32;0.52;13.79;4.34;0.11;3.2;9.06;1.25;2.05;0.12
Reno185;678290.68;4916390.03;0;31347.38;41532.76;44.377113;11.236968;54.38;0.53;13.57;4.78;0.13;3.18;9.28;1.23;2.18;0.14
Reno186;677129.84;4915556.96;0;30186.54;40699.69;44.369903;11.222124;53.78;0.56;13.72;4.8;0.13;3.23;9.79;1.23;2.2;0.13
Reno187;681488.36;4927437.61;0;34545.06;52580.34;44.4757;11.280939;55.58;0.43;11.34;3.81;0.12;2.52;11.6;1.28;1.85;0.1
Reno188;681892.14;4925874.89;0;34948.84;51017.62;44.461541;11.285463;51.64;0.42;11.51;4.21;0.16;2.54;13.35;1.12;1.82;0.09
Reno189;681811.21;4922046.52;0;34867.91;47189.25;44.427123;11.283104;55.38;0.33;10.25;3.7;0.13;2.27;12.46;1.31;1.79;0.07
Reno190;675981.49;4914563.38;0;29038.19;39706.11;44.361244;11.207386;52.58;0.55;13.61;4.96;0.14;3.15;10.81;1.15;2.14;0.14
Reno191;676384.42;4914112.72;0;29441.12;39255.45;44.357092;11.212286;55.59;0.6;14.34;4.76;0.1;3.5;7.73;1.27;2.23;0.16
Reno192;676175.79;4914112.76;0;29232.49;39255.49;44.357143;11.20967;55.57;0.61;14.44;4.8;0.1;3.52;7.81;1.29;2.28;0.16
Reno193;676249.86;4913037.74;0;29306.56;38180.47;44.347454;11.210235;56.32;0.55;13.31;4.94;0.15;2.87;8.2;1.32;2.16;0.12
Reno194;675684.86;4911507.67;0;28741.56;36650.4;44.333826;11.202636;53.86;0.56;14.26;4.4;0.1;3.47;5.77;1.29;2.14;0.13
Reno195;674683.89;4911149.93;0;27740.59;36292.66;44.330849;11.18997;57.06;0.58;14.73;4.85;0.12;3.43;7.02;1.35;2.28;0.14
Reno196;681874.69;4928522.83;0;34931.39;53665.56;44.485365;11.286174;53.79;0.5;12.74;4.28;0.12;3.02;10.8;1.22;1.96;0.12
Reno197;681160.68;4929616.45;0;34217.38;54759.18;44.495382;11.277585;52.72;0.45;11.9;4.04;0.13;2.83;12.63;1.17;1.88;0.1
Reno198;682381.69;4931443.4;0;35438.39;56586.13;44.511509;11.293575;52.12;0.4;11.1;3.61;0.14;2.53;14.28;1.32;1.93;0.12
Reno199;683814.66;4936132.36;0;36871.36;61275.09;44.553324;11.313259;52.86;0.43;11.68;3.77;0.13;2.66;13.03;1.34;1.99;0.12
Reno200;683531.68;4934035.35;0;36588.38;59178.08;44.534533;11.308953;54.07;0.36;10.35;3.62;0.13;2.18;13.6;1.27;1.78;0.09
Reno201;674250.03;4910257.22;0;27306.73;35399.95;44.322922;11.184234;57.6;0.59;14.66;4.93;0.13;3.34;6.65;1.32;2.31;0.13
Reno202;672966.71;4909094.26;0;26023.41;34236.99;44.312766;11.167766;57.6;0.58;14.53;4.95;0.13;3.21;6.4;1.34;2.24;0.12
Reno203;672323.02;4908264.95;0;25379.72;33407.68;44.305458;11.159427;57.71;0.62;15.28;5.01;0.11;3.52;6.05;1.34;2.38;0.15
Reno204;670471.98;4907847.66;0;23528.68;32990.39;44.30214;11.1361;58.52;0.6;14.85;4.85;0.11;3.41;5.7;1.43;2.31;0.13
Reno205;669173.24;4907286.99;0;22229.94;32429.72;44.297399;11.119648;57.28;0.62;15.35;5.06;0.12;3.48;5.83;1.27;2.39;0.14
Reno206;669005.2;4906733.9;0;22061.9;31876.63;44.292462;11.117364;55.54;0.56;14.53;4.53;0.1;3.2;5.05;1.32;2.15;0.13
Reno207;668738.97;4904207.71;0;21795.67;29350.44;44.269796;11.113214;58.08;0.64;16.14;5.3;0.11;3.7;5.87;1.23;2.52;0.15
Reno208;669287.6;4904258.54;0;22344.3;29401.27;44.270126;11.1201;55.44;0.73;17.47;6.44;0.17;2.72;3.79;0.75;2.5;0.12
Reno209;668907.57;4905065.02;0;21964.27;30207.75;44.27747;11.115602;55.13;0.65;16.02;5.47;0.12;3.38;6.2;1.1;2.51;0.12
Reno210;668928.73;4905498.6;0;21985.43;30641.33;44.281366;11.116007;58.46;0.62;15.19;4.89;0.09;3.57;5.49;1.38;2.36;0.15
Reno211;668526.36;4905703.87;0;21583.06;30846.6;44.283306;11.111034;55.54;0.59;14.56;4.9;0.1;3.52;7.5;1.28;2.38;0.14
Reno212;681848.07;4923582.08;0;34904.77;48724.81;44.440927;11.284105;43.73;0.35;8.35;3.22;0.13;2.26;19.71;1.02;1.7;0.1
Reno213;681217.03;4920960.56;0;34273.73;46103.29;44.417503;11.275266;62.93;0.29;9.74;2.64;0.09;1.5;9.24;1.56;2.28;0.09
Reno214;681427.59;4926111.93;0;34484.29;51254.66;44.46379;11.279711;51.84;0.41;9.2;3.16;0.1;1.87;19.12;1.15;1.9;0.14
Reno215;680202.84;4925167.34;0;33259.54;50310.07;44.455599;11.263998;55.46;0.36;10.57;2.89;0.09;1.81;11.34;1.3;2.06;0.12
Reno216;678987.18;4924852.44;0;32043.88;49995.17;44.453068;11.248621;35.84;0.37;8.63;3.02;0.1;2.58;23.55;0.69;1.51;0.13
Reno217;678876.33;4924293.58;0;31933.03;49436.31;44.448068;11.247036;39.94;0.38;9.1;3.19;0.11;2.68;21.98;0.72;1.56;0.14
Reno218;679806.53;4924609.56;0;32863.23;49752.29;44.45068;11.258827;40.67;0.39;9.78;3.42;0.11;2.73;17.86;0.77;1.57;0.12
Reno219;681445.58;4924744.31;0;34502.28;49887.04;44.451483;11.279458;40.65;0.43;9.73;3.42;0.09;2.68;17.47;0.87;1.66;0.21
Reno220;679806.49;4924610.9;0;32863.19;49753.63;44.450692;11.258827;66.55;0.21;7.89;1.84;0.1;0.94;9.55;1.55;1.82;0.05
Reno221;678895.46;4924301.44;0;31952.16;49444.17;44.448134;11.247279;63.11;0.31;8.01;2.22;0.12;1.16;10.83;1.54;1.65;0.15
Reno222;677702.13;4925094.8;0;30758.83;50237.53;44.455565;11.232565;37.73;0.33;7.28;2.39;0.06;2.23;25.05;0.8;1.38;0.13
Reno223;680387.3;4919841.24;0;33444;44983.97;44.407641;11.264463;59.69;0.27;8;2.61;0.15;1.97;12.71;1.51;1.57;0.09
Reno224;679036.47;4920372.27;0;32093.17;45515;44.412753;11.247694;51.38;0.33;10.22;3.78;0.19;2.54;16.12;1.12;1.66;0.06
Reno225;677523.55;4920975.17;0;30580.25;46117.9;44.418549;11.228912;56.46;0.29;8.04;2.52;0.17;1.49;16.93;1.32;1.68;0.05
Reno226;678685.25;4920003.35;0;31741.95;45146.08;44.409521;11.243159;60.03;0.25;8.72;2.53;0.13;2.24;13.58;1.62;1.69;0.08
Reno227;677460.53;4920138.42;0;30517.23;45281.15;44.411037;11.227835;55.2;0.23;8.5;2.77;0.16;2.79;16.9;1.53;1.68;0.05
Reno228;678604.25;4917906.96;0;31660.95;43049.69;44.390682;11.241422;48.66;0.18;6.49;2.1;0.14;1.68;19.91;1.29;1.34;0.06
Reno229;677361.43;4918446.97;0;30418.13;43589.7;44.395845;11.226014;56.38;0.25;8.08;2.56;0.15;2.13;16.17;1.57;1.55;0.07
Reno230;680225.14;4918050.81;0;33281.84;43193.54;44.391575;11.261807;52.61;0.16;7.08;2.38;0.18;2.37;19.07;1.33;1.49;0.04
Reno231;680666.51;4917456.96;0;33723.21;42599.69;44.386123;11.267138;55.46;0.27;6.9;2.39;0.21;2.08;17.98;1.41;1.41;0.07
Reno232;677797.38;4916464.5;0;30854.08;41607.23;44.377904;11.230806;45.68;0.45;11.59;3.74;0.12;2.88;16.33;0.84;1.71;0.12
Reno233;675573.48;4917116.71;0;28630.18;42259.44;44.384313;11.203131;38.12;0.3;7.03;2.64;0.06;2.28;25.15;0.74;1.21;0.11
Reno234;676921.93;4916761.52;0;29978.63;41904.25;44.38079;11.219926;39.96;0.26;6.46;2.26;0.07;1.94;25.67;0.96;1.28;0.11
Reno235;676003.06;4914946.57;0;29059.76;40089.3;44.364686;11.207786;38.41;0.26;7.37;2.12;0.05;2.77;17.38;0.86;1.33;0.09
Reno236;675464.53;4915508.87;0;28521.23;40651.6;44.369875;11.201222;39.41;0.34;8.07;2.85;0.06;2.88;23.13;0.65;1.37;0.12
Reno237;675281.73;4915243.41;0;28338.43;40386.14;44.367531;11.19884;39.95;0.32;7.57;3.19;0.06;2.57;25.1;0.8;1.35;0.09
Reno238;674572.6;4914949.29;0;27629.3;40092.02;44.365056;11.189848;38.88;0.41;9.45;3.67;0.06;2.88;21.7;0.82;1.65;0.11
Reno239;674493.33;4911453.19;0;27550.03;36595.92;44.333623;11.187683;45.51;0.45;12.43;4.2;0.12;3.08;13.48;0.71;1.81;0.1
Reno240;673573.98;4911862.44;0;26630.68;37005.17;44.337525;11.176296;39.36;0.28;6.85;2.57;0.06;2.12;24.86;0.78;1.23;0.1
Reno241;672534.52;4911886.04;0;25591.22;37028.77;44.337985;11.163274;45.89;0.51;13.35;4.38;0.14;3.11;13.88;0.74;1.76;0.15
Reno242;671072.69;4912237.76;0;24129.39;37380.49;44.341495;11.145065;45.95;0.56;13.94;5.29;0.16;2.94;12.5;0.6;1.63;0.13
Reno243;668592.99;4912656.16;0;21649.69;37798.89;44.345839;11.114114;47.35;0.63;15.97;6.12;0.18;2.87;9.34;0.54;1.71;0.12
Reno244;665701.46;4911629.42;0;18758.16;36772.15;44.337267;11.077535;50.02;0.57;13.25;5.41;0.26;2.04;9.81;0.7;1.51;0.21
Reno245;669595.35;4908156.34;0;22652.05;33299.07;44.305122;11.125218;40.48;0.35;8.62;3.48;0.1;2.94;21.56;0.7;1.32;0.12
Reno246;667657.94;4909511.67;0;20714.64;34654.4;44.317765;11.10138;43.88;0.53;13.44;5.3;0.15;3.23;13.09;0.67;1.64;0.15
Reno247;667757.02;4908887.32;0;20813.72;34030.05;44.312125;11.102421;46.13;0.51;12.84;4.57;0.11;3.66;11.94;0.76;1.59;0.15
Reno248;665749.97;4909152.38;0;18806.67;34295.11;44.31497;11.077356;59.23;0.31;9.43;2.48;0.06;2.21;11.81;1.17;1.96;0.12
Reno249;664365.14;4902850.23;0;17421.84;27992.96;44.258583;11.058021;66.02;0.26;10.24;1.96;0.05;1.64;8.29;1.73;2.61;0.09
Reno250;661242.68;4902455.47;0;14299.38;27598.2;44.255729;11.018808;63.15;0.33;10.62;2.21;0.06;1.99;9.86;1.72;2.5;0.12
Reno251;660680.52;4903587.87;0;13737.22;28730.6;44.266042;11.012118;48.14;0.35;9.83;3.4;0.1;2.63;17.08;0.97;1.84;0.12
Reno252;667140.12;4906289.99;0;20196.82;31432.72;44.288899;11.09386;47.65;0.54;14.67;4.97;0.14;3.09;11.24;0.85;2.16;0.11
Reno253;668106.15;4905808.77;0;21162.85;30951.5;44.284347;11.105805;54.91;0.49;14.75;4.36;0.11;2.72;8.78;0.92;2.37;0.07
Reno254;666432.71;4906681.21;0;19489.41;31823.94;44.292581;11.085124;48.56;0.53;14.51;4.91;0.15;3.21;11.8;0.86;2.14;0.12
Reno255;666231.74;4906984.32;0;19288.44;32127.05;44.295354;11.082703;51.13;0.61;15.49;5.42;0.18;3.41;8.95;0.6;2.31;0.08
Reno256;664902.95;4906285.83;0;17959.65;31428.56;44.289372;11.065837;47.47;0.54;14.73;4.84;0.13;3.23;10.41;0.7;2.04;0.08
Reno257;662731.7;4905645.88;0;15788.4;30788.61;44.284103;11.038441;49.97;0.54;14.23;4.73;0.18;3.09;10.74;0.73;2.14;0.11
Reno258;671578.12;4907642.26;0;24634.82;32784.99;44.300032;11.14989;58.34;0.35;10.85;2.58;0.07;2.54;13;1.37;2.53;0.1
Reno259;673836.13;4909140.42;0;26892.83;34283.15;44.312974;11.178675;60.45;0.45;13.53;2.73;0.06;2.38;7.58;1.47;2.59;0.09
Reno260;673228.4;4913074.75;0;26285.1;38217.48;44.348514;11.172367;43.6;0.29;7.63;2.43;0.05;2.6;20.27;0.96;1.53;0.1
Reno261;676746.51;4912284.5;0;29803.21;37427.23;44.340557;11.216206;44.72;0.42;9.47;3.99;0.06;3.12;19.26;0.77;1.53;0.13
Reno262;677346.72;4911850.01;0;30403.42;36992.74;44.336502;11.223582;45.4;0.42;9.59;3.95;0.06;3.1;18.3;0.79;1.6;0.12
Reno263;677081.82;4912846.04;0;30138.52;37988.77;44.345527;11.2206;42.14;0.4;9.2;4.1;0.06;2.9;18.41;0.82;1.57;0.13
Reno264;676518.07;4913605.89;0;29574.77;38748.62;44.3525;11.21379;44.63;0.42;9.52;3.81;0.07;2.83;17.24;0.84;1.54;0.12
Reno265;677079.86;4913265.39;0;30136.56;38408.12;44.3493;11.220718;39.43;0.41;9.34;3.86;0.06;2.84;20.79;0.75;1.63;0.12
Reno266;681083.95;4919343.87;0;34140.65;44486.6;44.402993;11.273032;50.34;0.37;8;2.94;0.17;2.63;21.57;1.23;1.53;0.07
Reno267;682321.27;4917838.82;0;35377.97;42981.55;44.389144;11.28803;47.51;0.21;6.74;2.75;0.19;2.71;22.42;1.15;1.25;0.04
Reno268;682240.19;4918432.62;0;35296.89;43575.35;44.394506;11.287221;51.68;0.34;9.65;3.17;0.14;2.58;17.36;1.35;1.75;0.08
Reno269;681993.4;4922975.84;0;35050.1;48118.57;44.435437;11.285717;53.92;0.49;13.54;4.27;0.11;2.61;10.21;0.85;2.06;0.09
Reno270;683130.71;4922715.68;0;36187.41;47858.41;44.43281;11.299904;53.32;0.43;11.84;3.83;0.12;2.62;13.58;1.05;1.94;0.09
Reno271;658777.54;4891865.36;0;11834.24;17008.09;44.160984;10.984743;53.84;0.63;15.66;5.96;0.12;3.14;6.8;1.04;2.17;0.11
Reno272;658838.8;4893478.69;0;11895.5;18621.42;44.175487;10.985996;54.77;0.65;15.43;5.74;0.12;3.16;6.68;1.13;2.09;0.12
Reno273;657910.56;4891177;0;10967.26;16319.73;44.154978;10.9737;53.42;0.64;16.62;5.86;0.12;3.22;6.52;0.96;2.3;0.11
Reno274;657753.06;4890487.94;0;10809.76;15630.67;44.148812;10.971525;50.19;0.69;17.05;5.75;0.1;2.9;7.49;0.82;2.47;0.12
Reno275;656883.52;4890381.58;0;9940.22;15524.31;44.148042;10.960627;51.85;0.73;18.5;6.28;0.11;3.02;5.21;0.73;2.6;0.09
Reno276;656686.72;4890886.67;0;9743.42;16029.4;44.152629;10.958318;52.51;0.72;17.44;6.49;0.15;2.98;5.77;0.81;2.41;0.09
Reno277;656461.13;4888996.43;0;9517.83;14139.16;44.135669;10.954937;51.28;0.75;18.36;6.65;0.17;2.94;5.25;0.72;2.47;0.1
Reno278;659495.16;4891226.67;0;12551.86;16369.4;44.155081;10.993519;53.85;0.69;17.32;5.81;0.15;3.08;5.46;0.92;2.43;0.13
Reno279;658838.57;4890927.94;0;11895.27;16070.67;44.152536;10.985223;50.05;0.78;18.81;7;0.14;3.1;5.06;0.68;2.76;0.08
Reno280;659361.17;4890085.59;0;12417.87;15228.32;44.144843;10.991499;59.57;0.62;15.51;5.35;0.1;3.25;3.43;1.52;2.13;0.13
Reno281;660033.69;4889817.28;0;13090.39;14960.01;44.142282;10.999821;47.29;0.67;16.77;6.04;0.13;3.09;8.73;0.76;2.24;0.11
Reno282;659635.26;4889201.45;0;12691.96;14344.18;44.136828;10.994656;59.8;0.63;13.9;4.94;0.09;3.4;5.68;1.58;1.98;0.14
Reno283;659350.95;4888365.36;0;12407.65;13508.09;44.129367;10.990851;56.18;0.63;15.3;5.31;0.09;3.42;6.06;1.2;2.16;0.11
Reno284;658629.66;4887856.04;0;11686.36;12998.77;44.124941;10.981687;47.2;0.74;16.93;6.05;0.1;2.97;8.4;0.71;2.56;0.11
Reno285;657910.13;4886433.65;0;10966.83;11576.38;44.112298;10.972273;60.45;0.58;14.3;4.62;0.09;3.81;4.54;1.6;1.99;0.13
Reno286;657420.84;4886781.02;0;10477.54;11923.75;44.115529;10.966266;62.37;0.52;13.6;4.35;0.09;3.47;4.6;1.82;1.99;0.13
Reno287;657270.16;4886287.97;0;10326.86;11430.7;44.111125;10.964237;61.69;0.53;13.33;4.45;0.08;3.79;5.4;1.76;1.92;0.13
Reno288;657484.48;4885582.26;0;10541.18;10724.99;44.104729;10.966703;60.4;0.54;13.18;4.69;0.08;3.75;4.84;1.75;1.9;0.12
Reno289;656715.72;4884339.11;0;9772.42;9481.84;44.093708;10.956734;60.82;0.59;15.19;4.35;0.08;3.87;2.8;1.79;2.1;0.17
Reno290;656134.18;4884327.65;0;9190.88;9470.38;44.093729;10.94947;58.26;0.57;13.89;5;0.09;3.87;3.82;1.69;1.98;0.14
Reno291;655040.07;4884573.77;0;8096.77;9716.5;44.096176;10.935882;62.14;0.53;13.8;4.5;0.09;3.75;4.52;1.74;1.98;0.12
Reno292;653885.75;4884926.13;0;6942.45;10068.86;44.09959;10.921572;62.04;0.54;13.67;4.43;0.09;3.66;4.49;1.8;2.05;0.13
Reno293;652985.84;4885256.91;0;6042.54;10399.64;44.102755;10.910431;59.27;0.58;13.87;5.06;0.1;4.34;4.73;1.7;2.03;0.13
Reno294;653947.83;4885556.37;0;7004.53;10699.1;44.105248;10.922531;58.49;0.62;14.68;5.45;0.11;4.64;3.73;1.53;2.16;0.13
